,ags5,time_stamp,value
601,01004,2011-05-31,33131
602,01004,2011-06-30,33333
603,01004,2011-07-31,32977
604,01004,2011-08-31,33457
605,01004,2011-09-30,33945
606,01004,2011-10-31,34050
607,01004,2011-11-30,34011
608,01004,2011-12-31,33707
609,01004,2012-01-31,33372
610,01004,2012-02-29,33345
611,01004,2012-03-31,33549
612,01004,2012-04-30,33710
613,01004,2012-05-31,33695
614,01004,2012-06-30,33584
615,01004,2012-07-31,33639
616,01004,2012-08-31,33949
617,01004,2012-09-30,34297
618,01004,2012-10-31,34571
619,01004,2012-11-30,34666
620,01004,2012-12-31,34284
621,01004,2013-01-31,34322
622,01004,2013-02-28,34263
623,01004,2013-03-31,34284
624,01004,2013-04-30,34279
625,01004,2013-05-31,34321
626,01004,2013-06-30,34176
627,01004,2013-07-31,34184
628,01004,2013-08-31,34625
629,01004,2013-09-30,35013
630,01004,2013-10-31,35190
631,01004,2013-11-30,35243
632,01004,2013-12-31,34964
633,01004,2014-01-31,34725
634,01004,2014-02-28,34783
635,01004,2014-03-31,34875
636,01004,2014-04-30,34874
637,01004,2014-05-31,34852
638,01004,2014-06-30,34759
639,01004,2014-07-31,34699
640,01004,2014-08-31,35136
641,01004,2014-09-30,35402
642,01004,2014-10-31,35438
643,01004,2014-11-30,35418
644,01004,2014-12-31,34958
645,01004,2015-01-31,34622
646,01004,2015-02-28,34756
647,01004,2015-03-31,35026
648,01004,2015-04-30,35179
649,01004,2015-05-31,35248
650,01004,2015-06-30,35290
651,01004,2015-07-31,35309
652,01004,2015-08-31,35933
653,01004,2015-09-30,36327
654,01004,2015-10-31,36572
655,01004,2015-11-30,36826
656,01004,2015-12-31,36746
657,01004,2016-01-31,36559
658,01004,2016-02-29,36835
659,01004,2016-03-31,37037
660,01004,2016-04-30,37110
661,01004,2016-05-31,37391
662,01004,2016-06-30,37485
663,01004,2016-07-31,37561
664,01004,2016-08-31,38139
665,01004,2016-09-30,38341
666,01004,2016-10-31,38541
667,01004,2016-11-30,38602
668,01004,2016-12-31,38411
669,01004,2017-01-31,38117
670,01004,2017-02-28,38158
671,01004,2017-03-31,38249
672,01004,2017-04-30,38263
673,01004,2017-05-31,38452
674,01004,2017-06-30,38476
675,01004,2017-07-31,38594
676,01004,2017-08-31,39091
677,01004,2017-09-30,39404
678,01004,2017-10-31,39579
679,01004,2017-11-30,39604
680,01004,2017-12-31,39314
681,01004,2018-01-31,39163
682,01004,2018-02-28,39268
683,01004,2018-03-31,39458
684,01004,2018-04-30,39535
685,01004,2018-05-31,39611
686,01004,2018-06-30,39625
687,01004,2018-07-31,39850
688,01004,2018-08-31,40362
689,01004,2018-09-30,40639
690,01004,2018-10-31,40600
691,01004,2018-11-30,40632
692,01004,2018-12-31,40360
693,01004,2019-01-31,40090
694,01004,2019-02-28,40151
695,01004,2019-03-31,40411
696,01004,2019-04-30,40514
697,01004,2019-05-31,40594
698,01004,2019-06-30,40641
699,01004,2019-07-31,40804
700,01004,2019-08-31,41426
701,01004,2019-09-30,41771
702,01004,2019-10-31,41880
703,01004,2019-11-30,41881
704,01004,2019-12-31,41680
705,01004,2020-01-31,41559
706,01004,2020-02-29,41505
707,01004,2020-03-31,41548
708,01004,2020-04-30,41272
709,01004,2020-05-31,41196
710,01004,2020-06-30,41185
711,01004,2020-07-31,41203
712,01004,2020-08-31,41784
713,01004,2020-09-30,42202
714,01004,2020-10-31,42278
715,01004,2020-11-30,42324
716,01051,2006-01-31,32020
717,01051,2006-02-28,32101
718,01051,2006-03-31,32454
719,01051,2006-04-30,33071
720,01051,2006-05-31,33505
721,01051,2006-06-30,33655
722,01051,2006-07-31,33658
723,01051,2006-08-31,34166
724,01051,2006-09-30,34553
725,01051,2006-10-31,34716
726,01051,2006-11-30,34095
727,01051,2006-12-31,33494
728,01051,2007-01-31,33330
729,01051,2007-02-28,33294
730,01051,2007-03-31,33685
