_id,id,ags2,bundesland,ags5,kreis,kr_pkw_dichte,kr_mob_weg_2017,kr_mob_km_2017,kr_mob_ah_2017,kr_mob_fuss_2017,kr_mob_rad_2017,kr_mob_mivmf_2017,kr_mob_mivf_2017,kr_mob_oev_2017,kr_mob_oevw_2017,kr_mob_idx_2017,kr_mob_weg_f2020,kr_mob_weg_h2020,kr_mob_km_f2020,kr_mob_km_h2020,kr_mob_ah_f2020,kr_mob_ah_h2020,kr_mob_idx_f2020,kr_mob_idx_h2020,kr_mob_oev_f2020,kr_mob_oev_h2020,kr_mob_oevw_f2020,kr_mob_oevw_h2020
195,195,08,Baden-Württemberg,08216,Rastatt,593,3.04023,42.4627,84.0,20.6,7.0,14.2,47.1,11.1,337.46553,72.293969676,2.2801725,2.432184,31.847025,29.72389,79.8,75.6,38.632090045,36.436160717,5.55,7.77,126.54957375,188.9806968
196,196,08,Baden-Württemberg,08221,Heidelberg,313,3.31387,40.5631,87.7,26.3,23.3,10.1,26.6,13.7,454.00019,78.591384569,2.319709,2.651096,32.45048,24.33786,83.315,78.93,41.81061659,33.951478134,5.48,8.905,127.1200532,236.0800988
197,197,08,Baden-Württemberg,08222,Mannheim,403,3.2097,39.3465,85.2,23.8,18.1,11.4,32.8,13.9,446.1483,71.732981876,2.24679,2.56776,31.4772,23.6079,80.94,76.68,38.161946358,30.988648171,5.56,9.035,124.921524,231.997116
198,198,08,Baden-Württemberg,08225,Neckar-Odenwald-Kreis,596,3.16122,43.0639,84.3,21.0,5.8,15.2,50.5,7.6,240.25272,76.50756762,2.212854,2.370915,38.75751,34.45112,80.085,75.87,45.789779221,41.314086515,4.56,5.32,100.9061424,126.132678
199,199,08,Baden-Württemberg,08226,Rhein-Neckar-Kreis,554,3.19558,41.1261,85.4,20.8,10.9,14.0,44.5,9.8,313.16684,74.822778809,2.396685,2.556464,30.844575,28.78827,81.13,76.86,39.983422426,37.71068052,4.9,6.86,117.437565,175.3734304
200,200,08,Baden-Württemberg,08231,Pforzheim,425,2.9833,35.7589,83.5,25.4,5.6,15.8,41.4,11.8,352.0294,59.384936346,2.08831,2.38664,28.60712,21.45534,79.325,75.15,31.592786136,25.654292501,4.72,7.67,98.568232,183.055288
201,201,08,Baden-Württemberg,08235,Calw,586,3.11332,42.4943,86.3,19.6,6.5,16.3,48.4,9.2,286.42544,76.115653045,2.33499,2.490656,31.870725,29.74601,81.985,77.67,40.674302096,38.362289135,4.6,6.44,107.40954,160.3982464
202,202,08,Baden-Württemberg,08236,Enzkreis,598,3.02377,41.0672,85.1,20.8,7.4,15.1,48.1,8.7,263.06799,70.450186673,2.2678275,2.419016,30.8004,28.74704,80.845,76.59,37.646818503,35.506894083,4.35,6.09,98.65049625,147.3180744
203,203,08,Baden-Württemberg,08237,Freudenstadt,579,3.25326,42.7678,86.1,21.4,7.6,14.2,49.5,7.2,234.23472,79.863359718,2.277282,2.439945,38.49102,34.21424,81.795,77.49,47.798220791,43.126214248,4.32,5.04,98.3785824,122.973228
204,204,08,Baden-Württemberg,08311,Freiburg im Breisgau,335,3.37389,38.6578,87.8,26.2,23.3,9.8,25.4,15.2,512.83128,76.343367154,2.361723,2.699112,30.92624,23.19468,83.41,79.02,40.614671326,32.980334611,6.08,9.88,143.5927584,266.6722656
205,205,08,Baden-Württemberg,08315,Breisgau-Hochschwarzwald,543,3.19414,42.6334,85.0,18.0,6.9,14.9,43.6,16.6,530.22724,77.166994023,2.395605,2.555312,31.97505,29.84338,80.75,76.5,41.236112431,38.892164988,8.3,11.62,198.835215,296.9272544
206,206,08,Baden-Württemberg,08316,Emmendingen,557,3.13518,41.7775,85.0,19.0,9.7,13.6,48.0,9.7,304.11246,74.221990055,2.351385,2.508144,31.333125,29.24425,80.75,76.5,39.662375936,37.407882988,4.85,6.79,114.0421725,170.3029776
207,207,08,Baden-Württemberg,08317,Ortenaukreis,565,3.12842,40.914,85.4,19.0,14.1,14.0,43.9,9.0,281.5578,72.872489468,2.346315,2.502736,30.6855,28.6398,81.13,76.86,38.941236559,36.727734692,4.5,6.3,105.584175,157.672368
208,208,08,Baden-Württemberg,08325,Rottweil,595,3.32428,43.7565,87.6,19.3,7.8,15.2,51.3,6.4,212.75392,84.947972967,2.49321,2.659424,32.817375,30.62955,83.22,78.84,45.394073054,42.813778375,3.2,4.48,79.78272,119.1421952
209,209,08,Baden-Württemberg,08326,Schwarzwald-Baar-Kreis,548,3.05001,38.1697,84.3,22.8,7.7,14.6,46.9,8.0,244.0008,65.426897284,2.2875075,2.440008,28.627275,26.71879,80.085,75.87,34.962498236,32.975156231,4.0,5.6,91.5003,136.640448
210,210,08,Baden-Württemberg,08327,Tuttlingen,551,3.14719,39.2764,85.2,21.3,7.6,14.8,48.6,7.6,239.18644,70.210646603,2.3603925,2.517752,29.4573,27.49348,80.94,76.68,37.518814279,35.386165888,3.8,5.32,89.694915,133.9444064
211,211,08,Baden-Württemberg,08335,Konstanz,507,3.14076,38.349,86.1,24.4,11.9,14.0,40.8,8.9,279.52764,69.135433008,2.35557,2.512608,28.76175,26.8443,81.795,77.49,36.944247014,34.844258236,4.45,6.23,104.822865,156.5354784
212,212,08,Baden-Württemberg,08336,Lörrach,549,3.15891,39.6602,85.6,21.5,12.9,13.1,42.7,9.8,309.57318,71.494833359,2.3691825,2.527128,29.74515,27.76214,81.32,77.04,38.205051576,36.033396013,4.9,6.86,116.0899425,173.3609808
213,213,08,Baden-Württemberg,08337,Waldshut,574,3.15893,44.6007,85.5,20.8,4.3,15.7,50.3,8.9,281.14477,80.307578873,2.211251,2.3691975,40.14063,35.68056,81.225,76.95,48.064085956,43.366092591,5.34,6.23,118.0808034,147.60100425
214,214,08,Baden-Württemberg,08415,Reutlingen,554,3.24326,37.7663,85.4,23.2,10.1,14.7,44.5,7.6,246.48776,69.735322892,2.432445,2.594608,28.324725,26.43641,81.13,76.86,37.26481317,35.146602738,3.8,5.32,92.43291,138.0331456
215,215,08,Baden-Württemberg,08416,Tübingen,487,3.24873,38.9856,86.8,22.5,9.9,13.0,43.2,11.4,370.35522,73.290267623,2.4365475,2.598984,29.2392,27.28992,82.46,78.12,39.164486761,36.938294882,5.7,7.98,138.8832075,207.3989232
216,216,08,Baden-Württemberg,08417,Zollernalbkreis,609,3.2886,43.1663,86.1,19.1,5.3,16.3,52.4,6.9,226.9134,81.483142459,2.46645,2.63088,32.374725,30.21641,81.795,77.49,43.542554252,41.067503799,3.45,4.83,85.092525,127.071504
217,217,08,Baden-Württemberg,08421,Ulm,427,3.15233,40.9728,87.1,26.1,12.2,13.2,35.0,13.5,425.56455,74.998782766,2.206631,2.521864,32.77824,24.58368,82.745,78.39,39.899352432,32.399474155,5.4,8.775,119.158074,221.293566
218,218,08,Baden-Württemberg,08425,Alb-Donau-Kreis,594,3.18544,41.7138,87.1,19.4,7.3,14.8,51.7,6.7,213.42448,77.15713264,2.229808,2.38908,37.54242,33.37104,82.745,78.39,46.178543885,41.664851625,4.02,4.69,89.6382816,112.047852
219,219,08,Baden-Württemberg,08426,Biberach,592,3.2739,41.1197,87.0,18.4,10.5,14.6,49.1,7.4,242.2686,78.080635781,2.29173,2.455425,37.00773,32.89576,82.65,78.3,46.731260515,42.163543322,4.44,5.18,101.752812,127.191015
220,220,08,Baden-Württemberg,08435,Bodenseekreis,570,3.19186,41.8935,86.9,20.4,13.6,14.2,43.8,8.0,255.3488,77.46740295,2.393895,2.553488,31.420125,29.32545,82.555,78.21,41.396643451,39.043571087,4.0,5.6,95.7558,142.995328
221,221,08,Baden-Württemberg,08436,Ravensburg,563,3.2576,41.1082,86.7,21.6,12.9,13.5,43.9,8.1,263.8656,77.402333801,2.4432,2.60608,30.83115,28.77574,82.365,78.03,41.361872125,39.010776236,4.05,5.67,98.9496,147.764736
222,222,08,Baden-Württemberg,08437,Sigmaringen,598,3.12051,41.0315,85.8,20.3,6.6,16.2,50.4,6.6,205.95366,73.238425869,2.184357,2.3403825,36.92835,32.8252,81.51,77.22,43.833197883,39.548749969,3.96,4.62,86.5005372,108.1256715
223,223,09,Freistaat Bayern,09161,Ingolstadt,457,3.16846,38.6633,86.0,17.9,20.3,12.5,41.9,7.3,231.29758,70.235121857,2.217922,2.534768,30.93064,23.19798,81.7,77.4,37.365084828,30.341572642,2.92,4.745,64.7633224,120.2747416
224,224,09,Freistaat Bayern,09162,München,350,3.20581,40.7413,87.4,24.5,17.7,9.5,25.7,22.6,724.51306,76.101433145,2.244067,2.564648,32.59304,24.44478,83.03,78.66,40.485962433,32.875819118,9.04,14.69,202.8636568,376.7467912
225,225,09,Freistaat Bayern,09163,Rosenheim,462,3.17905,41.2028,85.7,21.2,15.7,13.5,42.8,6.9,219.35445,74.836531646,2.3842875,2.54324,30.9021,28.84196,81.415,77.13,39.990771598,37.717611949,3.45,4.83,82.25791875,122.838492
226,226,09,Freistaat Bayern,09171,Altötting,579,3.17751,43.0471,84.8,17.0,13.3,15.6,47.0,7.1,225.60321,77.327757954,2.3831325,2.542008,32.285325,30.13297,80.56,76.32,41.322020657,38.973190009,3.55,4.97,84.60120375,126.3377976
227,227,09,Freistaat Bayern,09172,Berchtesgadener Land,551,3.10835,38.8318,84.6,19.6,11.7,13.7,47.6,7.4,230.0179,68.076393599,2.3312625,2.48668,31.06544,29.12385,76.14,80.37,36.761252543,38.803544351,5.18,5.92,120.7593975,147.211456
228,228,09,Freistaat Bayern,09173,Bad Tölz-Wolfratshausen,562,3.16412,39.993,85.0,20.0,10.7,13.4,47.6,8.3,262.62196,71.707502324,2.37309,2.531296,31.9944,29.99475,76.5,80.75,38.722051255,40.873276325,5.81,6.64,137.876529,168.0780544
229,229,09,Freistaat Bayern,09174,Dachau,540,3.03015,43.7311,85.1,17.6,11.4,13.2,45.0,12.8,387.8592,75.178357039,2.2726125,2.42412,32.798325,30.61177,80.845,76.59,40.173434543,37.889891947,6.4,8.96,145.4472,217.201152
230,230,09,Freistaat Bayern,09175,Ebersberg,530,3.1778,47.2815,86.8,18.9,12.1,14.7,41.1,13.2,419.4696,86.945332538,2.38335,2.54224,35.461125,33.09705,82.46,78.12,46.461412075,43.820447599,6.6,9.24,157.3011,234.902976
231,231,09,Freistaat Bayern,09176,Eichstätt,587,3.13179,41.9589,85.9,19.9,10.8,15.1,45.3,8.9,278.72931,75.252101391,2.192253,2.3488425,37.76301,33.56712,81.605,77.31,45.038382683,40.636134751,5.34,6.23,117.0663102,146.33288775
232,232,09,Freistaat Bayern,09177,Erding,590,3.07778,45.5624,85.2,17.9,10.6,14.3,47.5,9.8,301.62244,79.651232692,2.154446,2.308335,41.00616,36.44992,80.94,76.68,47.671262766,43.011665654,5.88,6.86,126.6814248,158.351781
233,233,09,Freistaat Bayern,09178,Freising,539,3.21012,43.5932,86.3,17.7,13.0,13.3,45.2,10.7,343.48284,80.511803299,2.40759,2.568096,32.6949,30.51524,81.985,77.67,43.023494888,40.577948862,5.35,7.49,128.806065,192.3503904
234,234,09,Freistaat Bayern,09179,Fürstenfeldbruck,511,3.20305,41.5614,87.4,20.3,15.9,13.2,37.6,13.0,416.3965,77.566475829,2.4022875,2.56244,31.17105,29.09298,83.03,78.66,41.449585521,39.093503818,6.5,9.1,156.1486875,233.18204
235,235,09,Freistaat Bayern,09180,Garmisch-Partenkirchen,511,3.20598,40.8828,86.0,22.2,17.8,12.9,41.1,6.0,192.3588,75.146478443,2.404485,2.564784,32.70624,30.6621,77.4,81.7,40.579098359,42.833492712,4.2,4.8,100.98837,123.109632
236,236,09,Freistaat Bayern,09181,Landsberg am Lech,599,3.19512,45.3265,86.0,19.7,13.3,13.2,43.8,9.9,316.31688,83.032201163,2.236584,2.39634,40.79385,36.2612,81.7,77.4,49.694772396,44.837388628,5.94,6.93,132.8530896,166.066362
237,237,09,Freistaat Bayern,09182,Miesbach,578,3.20257,43.962,86.9,22.5,8.8,15.2,45.5,8.0,256.2056,81.565140836,2.241799,2.4019275,39.5658,35.1696,82.555,78.21,48.81673679,44.045176051,4.8,5.6,107.606352,134.50794
238,238,09,Freistaat Bayern,09183,Mühldorf a.Inn,584,3.23386,44.6927,84.5,17.1,11.0,15.4,48.4,8.1,261.94266,81.41852995,2.425395,2.587088,35.75416,33.519525,76.05,80.275,43.966006173,46.408562071,5.67,6.48,137.5198965,167.6433024
239,239,09,Freistaat Bayern,09184,München,496,3.20492,44.4237,87.7,19.9,14.3,13.0,38.0,14.8,474.32816,83.241568558,2.40369,2.563936,33.317775,31.09659,83.315,78.93,44.482213198,41.953750553,7.4,10.36,177.87306,265.6237696
240,240,09,Freistaat Bayern,09185,Neuburg-Schrobenhausen,606,3.22016,40.5624,86.7,16.6,12.5,14.6,48.8,7.4,238.29184,75.496867595,2.254112,2.41512,36.50616,32.44992,82.365,78.03,45.184875255,40.768308501,4.44,5.18,100.0825728,125.103216
241,241,09,Freistaat Bayern,09186,Pfaffenhofen a.d.Ilm,599,3.11707,48.7726,86.6,15.9,12.7,15.2,46.5,9.7,302.35579,87.770605848,2.181949,2.3378025,43.89534,39.01808,82.27,77.94,52.5307076,47.396127158,5.82,6.79,126.9894318,158.73678975
242,242,09,Freistaat Bayern,09187,Rosenheim,582,3.23026,42.0327,84.8,17.5,12.7,14.6,46.7,8.6,277.80236,76.759009318,2.422695,2.584208,31.524525,29.42289,80.56,76.32,41.018095605,38.686540697,4.3,6.02,104.175885,155.5693216
243,243,09,Freistaat Bayern,09188,Starnberg,549,3.16584,47.2841,86.5,21.0,11.3,16.2,40.6,10.9,345.07656,86.323479533,2.37438,2.532672,35.463075,33.09887,82.175,77.85,46.129109375,43.507033685,5.45,7.63,129.40371,193.2428736
244,244,09,Freistaat Bayern,09189,Traunstein,598,3.11227,40.7169,86.0,17.3,8.2,15.5,51.6,7.4,230.30798,72.653938848,2.3342025,2.489816,32.57352,30.537675,77.4,81.7,39.233126978,41.412745143,5.18,5.92,120.9116895,147.3971072
245,245,09,Freistaat Bayern,09190,Weilheim-Schongau,590,3.31169,43.6212,87.9,19.0,13.4,15.1,45.6,6.9,228.50661,84.653496611,2.318183,2.4837675,39.25908,34.89696,83.505,79.11,50.665117722,45.71288817,4.14,4.83,95.9727762,119.96597025
246,246,09,Freistaat Bayern,09261,Landshut,445,3.16147,40.4982,86.3,21.1,20.7,12.8,34.9,10.6,335.11582,73.662138452,2.213029,2.3711025,36.44838,32.39856,81.985,77.67,44.086789863,39.777554764,6.36,7.42,140.7486444,175.9358055
247,247,09,Freistaat Bayern,09262,Passau,442,3.11992,36.7932,85.0,23.7,6.8,13.9,43.1,12.6,393.10992,65.048709642,2.183944,2.33994,33.11388,29.43456,80.75,76.5,38.93165272,35.126303206,7.56,8.82,165.1061664,206.382708
248,248,09,Freistaat Bayern,09263,Straubing,481,3.14444,40.5887,85.8,21.0,10.5,14.7,44.5,9.2,289.28848,73.003634606,2.35833,2.515552,32.47096,30.441525,77.22,81.51,39.421962687,41.612071725,6.44,7.36,151.876452,185.1446272
249,249,09,Freistaat Bayern,09271,Deggendorf,586,3.11946,39.1971,84.9,19.4,12.7,15.2,46.8,5.8,180.92868,69.20696263,2.339595,2.495568,31.35768,29.397825,76.41,80.655,37.37175982,39.447968699,4.06,4.64,94.987557,115.7943552
250,250,09,Freistaat Bayern,09272,Freyung-Grafenau,615,3.04614,40.1733,82.8,17.3,4.1,15.7,56.2,6.7,204.09138,67.550169826,2.284605,2.436912,32.13864,30.129975,74.52,78.66,36.477091706,38.503596801,4.69,5.36,107.1479745,130.6184832
251,251,09,Freistaat Bayern,09273,Kelheim,598,3.14312,39.9135,85.0,15.6,8.5,15.3,54.1,6.5,204.3028,71.089988068,2.200184,2.35734,35.92215,31.9308,80.75,76.5,42.547357859,38.388593557,3.9,4.55,85.807176,107.25897
252,252,09,Freistaat Bayern,09274,Landshut,621,3.14659,42.7216,84.9,16.2,10.4,15.0,51.2,7.2,226.55448,76.085885389,2.202613,2.3599425,38.44944,34.17728,80.655,76.41,45.537402405,41.08637811,4.32,5.04,95.1528816,118.941102
253,253,09,Freistaat Bayern,09275,Passau,608,2.93552,40.2845,82.9,15.3,5.0,15.7,55.7,8.2,240.71264,65.356124707,2.054864,2.20164,36.25605,32.2276,78.755,74.61,39.115640637,35.292307342,4.92,5.74,101.0993088,126.374136
254,254,09,Freistaat Bayern,09276,Regen,577,3.08,37.5719,84.4,18.1,2.6,16.2,55.6,7.4,227.92,65.112603659,2.31,2.464,30.05752,28.178925,75.96,80.18,35.160805976,37.114184085,5.18,5.92,119.658,145.8688
255,255,09,Freistaat Bayern,09277,Rottal-Inn,599,3.00203,41.4881,84.4,17.5,6.0,17.0,52.6,7.0,210.1421,70.079301061,2.2515225,2.401624,33.19048,31.116075,75.96,80.18,37.842822573,39.945201605,4.9,5.6,110.3246025,134.490944
256,256,09,Freistaat Bayern,09278,Straubing-Bogen,634,3.11849,43.1678,85.0,15.5,6.6,15.4,55.3,7.2,224.53128,76.283733152,2.3388675,2.494792,34.53424,32.37585,76.5,80.75,41.193215902,43.481727897,5.04,5.76,117.878922,143.7000192
257,257,09,Freistaat Bayern,09279,Dingolfing-Landau,616,3.09245,45.769,84.1,20.4,7.7,14.5,49.2,8.1,250.48845,79.355831564,2.3193375,2.47396,36.6152,34.32675,75.69,79.895,42.852149045,45.232823991,5.67,6.48,131.50643625,160.312608
258,258,09,Freistaat Bayern,09361,Amberg,517,3.12344,36.6045,85.1,21.6,11.7,13.2,45.8,7.7,240.50488,64.864331678,2.34258,2.498752,29.2836,27.453375,76.59,80.845,35.026739106,36.972669057,5.39,6.16,126.265062,153.9231232
259,259,09,Freistaat Bayern,09362,Regensburg,414,3.35522,37.0568,87.1,25.1,17.8,12.5,34.9,9.7,325.45634,72.196444712,2.348654,2.684176,29.64544,22.23408,82.745,78.39,38.408508587,31.188864116,3.88,6.305,91.1277752,169.2372968
260,260,09,Freistaat Bayern,09363,Weiden i.d.OPf.,522,3.09638,38.5366,84.2,22.2,10.8,13.3,45.7,8.0,247.7104,66.980514814,2.322285,2.477104,30.82928,28.90245,75.78,79.99,36.169478,38.178893444,5.6,6.4,130.04796,158.534656
261,261,09,Freistaat Bayern,09371,Amberg-Sulzbach,629,3.06296,42.1801,84.2,18.9,6.5,14.2,52.6,7.9,241.97384,72.521998373,2.29722,2.450368,33.74408,31.635075,75.78,79.99,39.161879121,41.337539072,5.53,6.32,127.036266,154.8632576
262,262,09,Freistaat Bayern,09372,Cham,624,3.11641,39.4184,85.2,16.6,4.5,14.4,58.8,5.6,174.51896,69.775332896,2.3373075,2.493128,31.53472,29.5638,76.68,80.94,37.678679764,39.771939751,3.92,4.48,91.622454,111.6921344
263,263,09,Freistaat Bayern,09373,Neumarkt i.d.OPf.,579,3.17697,43.0468,86.0,19.1,9.8,14.7,48.4,8.0,254.1576,78.408144859,2.3827275,2.541576,34.43744,32.2851,77.4,81.7,42.340398224,44.69264257,5.6,6.4,133.43274,162.660864
264,264,09,Freistaat Bayern,09374,Neustadt a.d.Waldnaab,641,3.17583,41.9712,85.2,18.5,6.2,14.9,54.8,5.5,174.67065,75.710648983,2.3818725,2.540664,33.57696,31.4784,76.68,80.94,40.883750451,43.15506992,3.85,4.4,91.70209125,111.789216
265,265,09,Freistaat Bayern,09375,Regensburg,601,3.01535,41.2254,84.1,18.2,6.9,14.9,51.6,8.5,256.30475,69.695918212,2.110745,2.2615125,37.10286,32.98032,79.895,75.69,41.71300705,37.635795834,5.1,5.95,107.647995,134.55999375
266,266,09,Freistaat Bayern,09376,Schwandorf,612,3.08402,41.722,84.4,16.1,6.1,15.0,56.5,6.3,194.29326,72.39915412,2.313015,2.467216,33.3776,31.2915,75.96,80.18,39.095543225,41.267517848,4.41,5.04,102.0039615,124.3476864
267,267,09,Freistaat Bayern,09377,Tirschenreuth,625,3.06879,38.7791,84.9,20.6,8.2,13.9,51.4,5.9,181.05861,67.356781488,2.3015925,2.455032,31.02328,29.084325,76.41,80.655,36.372662003,38.393365448,4.13,4.72,95.05577025,115.8775104
268,268,09,Freistaat Bayern,09461,Bamberg,428,3.24248,39.7845,85.1,20.6,19.2,12.8,38.9,8.4,272.36832,73.186252781,2.269736,2.43186,35.80605,31.8276,80.845,76.59,43.801972289,39.520576502,5.04,5.88,114.3946944,142.993368
269,269,09,Freistaat Bayern,09462,Bayreuth,435,3.13149,35.7848,85.3,23.2,14.1,13.2,40.7,8.8,275.57112,63.72464072,2.3486175,2.505192,28.62784,26.8386,76.77,81.035,34.411305989,36.32304521,6.16,7.04,144.674838,176.3655168
270,270,09,Freistaat Bayern,09463,Coburg,491,3.19266,39.32,85.4,24.9,8.9,13.2,42.4,10.6,338.42196,71.471482723,2.234862,2.394495,35.388,31.456,81.13,76.86,42.77568241,38.594600671,6.36,7.42,142.1372232,177.671529
271,271,09,Freistaat Bayern,09464,Hof,473,3.01426,36.0117,82.8,25.6,4.5,14.4,45.1,10.4,313.48304,59.918842017,2.109982,2.260695,32.41053,28.80936,78.66,74.52,35.861426947,32.356174689,6.24,7.28,131.6628768,164.578596
272,272,09,Freistaat Bayern,09471,Bamberg,636,3.18404,40.3683,85.4,17.9,8.9,14.3,51.7,7.1,226.06684,73.17885118,2.228828,2.38803,36.33147,32.29464,81.13,76.86,43.797542431,39.516579637,4.26,4.97,94.9480728,118.685091
273,273,09,Freistaat Bayern,09472,Bayreuth,640,3.13497,42.455,84.2,19.6,4.4,15.4,54.0,6.7,210.04299,74.710744958,2.3512275,2.507976,33.964,31.84125,75.78,79.99,40.343802277,42.585124626,4.69,5.36,110.27256975,134.4275136
274,274,09,Freistaat Bayern,09473,Coburg,621,3.01211,41.8464,83.4,21.4,5.7,15.4,50.0,7.6,228.92036,70.081553707,2.108477,2.2590825,37.66176,33.47712,79.23,75.06,41.943809893,37.844039002,4.56,5.32,96.1465512,120.183189
275,275,09,Freistaat Bayern,09474,Forchheim,624,3.03348,42.6323,82.6,19.0,8.1,14.0,50.7,8.2,248.74536,71.214542325,2.123436,2.27511,38.36907,34.10584,78.47,74.34,42.621903582,38.455852856,4.92,5.74,104.4730512,130.591314
276,276,09,Freistaat Bayern,09475,Hof,601,3.05592,39.2868,82.1,19.3,5.1,14.2,54.2,7.1,216.97032,65.711371973,2.139144,2.29194,35.35812,31.42944,77.995,73.89,39.328256126,35.484140866,4.26,4.97,91.1275344,113.909418
277,277,09,Freistaat Bayern,09476,Kronach,610,3.15786,42.2424,85.1,20.0,6.9,14.9,52.3,6.0,189.4716,75.67976204,2.210502,2.368395,38.01816,33.79392,80.845,76.59,45.294337581,40.867071501,3.6,4.2,79.578072,99.47259
278,278,09,Freistaat Bayern,09477,Kulmbach,613,3.12629,39.8783,84.9,18.2,6.6,15.9,51.9,7.4,231.34546,70.563859867,2.3447175,2.501032,31.90264,29.908725,76.41,80.655,38.104484328,40.221400124,5.18,5.92,121.4563665,148.0610944
279,279,09,Freistaat Bayern,09478,Lichtenfels,604,3.21372,39.1908,84.6,18.6,7.7,14.1,52.8,6.8,218.53296,71.034817386,2.249604,2.41029,35.27172,31.35264,80.37,76.14,42.514338205,38.358801388,4.08,4.76,91.7838432,114.729804
280,280,09,Freistaat Bayern,09479,Wunsiedel i.Fichtelgebirge,583,3.01814,41.4238,83.2,19.7,5.4,15.6,52.2,7.1,214.28794,69.345995115,2.112698,2.263605,37.28142,33.13904,79.04,74.88,41.503578077,37.446837362,4.26,4.97,90.0009348,112.5011685
281,281,09,Freistaat Bayern,09561,Ansbach,516,3.18117,37.0659,85.5,22.8,11.6,14.2,44.8,6.6,209.95722,67.210369589,2.3858775,2.544936,29.65272,27.799425,76.95,81.225,36.293599578,38.309910666,4.62,5.28,110.2275405,134.3726208
282,282,09,Freistaat Bayern,09562,Erlangen,432,3.32209,37.4982,86.9,23.7,26.9,10.6,29.0,9.8,325.56482,72.168940975,2.325463,2.657672,29.99856,22.49892,82.555,78.21,38.393876598,31.176982501,3.92,6.37,91.1581496,169.2937064
283,283,09,Freistaat Bayern,09563,Fürth,439,3.06238,37.3422,85.3,25.6,12.2,13.4,33.5,15.3,468.54414,65.030448993,2.143666,2.449904,29.87376,22.40532,81.035,76.77,34.596198864,28.093153965,6.12,9.945,131.1923592,243.6429528
284,284,09,Freistaat Bayern,09564,Nürnberg,402,3.14135,34.3183,84.9,25.3,13.4,11.9,32.7,16.7,524.60545,61.018078105,2.198945,2.51308,27.45464,20.59098,80.655,76.41,32.461617552,26.359809741,6.68,10.855,146.889526,272.794834
285,285,09,Freistaat Bayern,09565,Schwabach,561,3.1821,41.8785,85.3,20.4,9.9,15.9,43.5,10.3,327.7563,75.781415565,2.22747,2.386575,37.69065,33.5028,81.035,76.77,45.355177215,40.921964405,6.18,7.21,137.657646,172.0720575
286,286,09,Freistaat Bayern,09571,Ansbach,622,3.19331,41.1877,86.0,19.7,9.3,14.2,49.5,7.3,233.11163,75.407720725,2.3949825,2.554648,32.95016,30.890775,77.4,81.7,40.720169191,42.982400813,5.11,5.84,122.38360575,149.1914432
287,287,09,Freistaat Bayern,09572,Erlangen-Höchstadt,607,3.12037,39.3948,85.9,18.3,14.1,14.0,46.0,7.6,237.14812,70.395824289,2.3402775,2.496296,29.5461,27.57636,81.605,77.31,37.617768604,35.479495442,3.8,5.32,88.930545,132.8029472
288,288,09,Freistaat Bayern,09573,Fürth,612,3.1122,39.1221,85.7,20.1,8.4,14.8,46.3,10.3,320.5566,69.56314685,2.33415,2.48976,29.341575,27.38547,81.415,77.13,37.172806598,35.059826012,5.15,7.21,120.208725,179.511696
289,289,09,Freistaat Bayern,09574,Nürnberger Land,584,3.16432,42.1408,85.6,23.5,8.4,14.0,44.6,9.4,297.44608,76.09667445,2.37324,2.531456,31.6056,29.49856,81.32,77.04,40.664160409,38.352723923,4.7,6.58,111.54228,166.5698048
290,290,09,Freistaat Bayern,09575,Neustadt a.d.Aisch-Bad Windsheim,612,3.13705,41.5426,85.1,19.3,8.9,14.5,48.8,8.5,266.64925,73.935568363,2.3527875,2.50964,33.23408,31.15695,76.59,80.845,39.925206916,42.143273967,5.95,6.8,139.99085625,170.65552
291,291,09,Freistaat Bayern,09576,Roth,614,3.1066,43.327,83.9,18.4,9.5,14.4,49.4,8.3,257.8478,75.286075487,2.17462,2.32995,38.9943,34.6616,79.705,75.51,45.058716179,40.654480763,4.98,5.81,108.296076,135.370095
292,292,09,Freistaat Bayern,09577,Weißenburg-Gunzenhausen,598,3.16094,39.2286,84.6,20.5,10.3,14.5,47.4,7.4,233.90956,69.935577499,2.370705,2.528752,31.38288,29.42145,76.14,80.37,37.765211849,39.863279174,5.18,5.92,122.802519,149.7021184
293,293,09,Freistaat Bayern,09661,Aschaffenburg,495,3.13863,35.5445,86.3,22.9,11.4,14.1,42.3,9.4,295.03122,64.184781581,2.3539725,2.510904,26.658375,24.88115,81.985,77.67,34.298742658,32.349129917,4.7,6.58,110.6367075,165.2174832
294,294,09,Freistaat Bayern,09662,Schweinfurt,430,3.197,37.0582,86.7,26.8,8.9,12.9,41.5,9.9,316.503,68.478587801,2.2379,2.39775,33.35238,29.64656,82.365,78.03,40.984434799,36.978437413,5.94,6.93,132.93126,166.164075
295,295,09,Freistaat Bayern,09663,Würzburg,414,3.3051,38.3881,87.8,26.6,13.1,12.0,34.5,13.8,456.1038,74.265050116,2.31357,2.64408,30.71048,23.03286,83.41,79.02,39.509006662,32.08250165,5.52,8.97,127.709064,237.173976
296,296,09,Freistaat Bayern,09671,Aschaffenburg,609,3.1833,38.9848,85.9,19.4,7.2,14.7,49.9,8.7,276.9471,71.068113059,2.387475,2.54664,29.2386,27.28936,81.605,77.31,37.977022916,35.818328982,4.35,6.09,103.8551625,155.090376
